id_cliente,ultima_compra,frequencia_pedidos,valor_total_gasto,dias_ultima_compra,score_recencia,score_frequencia,score_monetario,score_rfm_total
13782,2011-11-27 11:54:00,6,908.86,12,4,1,4,9.0
13784,2011-11-30 09:33:00,11,2462.79,9,5,1,5,11.0
13786,2010-12-07 13:53:00,1,230.4,366,1,1,1,3.0
13787,2011-09-25 12:06:00,2,309.04,75,2,1,2,5.0
13790,2011-12-05 15:48:00,1,348.79999999999995,3,5,1,2,8.0
13791,2011-10-27 14:38:00,3,1047.68,42,3,1,4,8.0
13792,2011-10-04 14:31:00,2,195.55,65,3,1,1,5.0
13798,2011-12-08 15:51:00,63,36352.87,0,5,1,5,11.0
13799,2011-08-15 12:07:00,2,688.86,116,2,1,3,6.0
13800,2011-02-03 12:27:00,1,558.32,309,1,1,3,5.0
13801,2011-10-04 10:15:00,1,324.8,66,3,1,2,6.0
13802,2011-07-24 13:26:00,6,3906.27,137,2,1,5,8.0
13803,2011-03-29 12:57:00,1,277.07,254,1,1,2,4.0
13804,2011-11-09 12:32:00,7,2588.39,30,4,1,5,10.0
13805,2011-10-18 14:50:00,2,924.5999999999999,51,3,1,4,8.0
13806,2011-10-07 11:43:00,1,256.38,63,3,1,2,6.0
13807,2010-12-07 15:48:00,1,112.6,366,1,1,1,3.0
13808,2011-12-04 12:18:00,5,1747.66,5,5,1,4,10.0
13809,2011-02-07 13:15:00,1,155.05,304,1,1,1,3.0
13810,2011-11-11 08:33:00,4,899.51,28,4,1,3,8.0
13811,2011-06-09 09:54:00,4,591.75,183,1,1,3,5.0
13812,2011-10-28 14:27:00,3,539.0,41,3,1,3,7.0
13813,2011-10-31 10:38:00,5,1353.41,39,3,1,4,8.0
13814,2011-10-14 16:57:00,3,1562.12,55,3,1,4,8.0
13815,2011-11-17 14:19:00,5,4014.91,21,4,1,5,10.0
13816,2011-11-16 08:38:00,4,555.04,23,4,1,3,8.0
13817,2011-11-10 17:49:00,2,382.98,28,4,1,2,7.0
13819,2011-02-11 10:38:00,3,1140.35,301,1,1,4,6.0
13821,2011-07-18 09:49:00,2,385.64,144,2,1,2,5.0
13822,2011-12-04 12:13:00,2,632.0,5,5,1,3,9.0
13823,2011-11-21 10:22:00,2,957.66,18,4,1,4,9.0
13824,2011-11-07 12:41:00,5,1698.94,32,3,1,4,8.0
13826,2011-07-04 16:27:00,2,174.65,157,2,1,1,4.0
13827,2011-10-13 12:38:00,3,409.8,57,3,1,2,6.0
13828,2011-11-17 16:02:00,1,209.49,21,4,1,1,6.0
13829,2010-12-15 16:36:00,1,-102.0,358,1,1,1,3.0
13831,2011-11-23 15:41:00,6,2198.45,15,4,1,5,10.0
13832,2011-11-22 12:31:00,2,40.95,17,4,1,1,6.0
13833,2011-07-03 13:27:00,1,383.85,158,2,1,2,5.0
13835,2011-11-14 15:37:00,4,834.57,24,4,1,3,8.0
13837,2011-05-12 12:10:00,2,266.59000000000003,211,1,1,2,4.0
13838,2011-12-04 11:00:00,4,674.82,5,5,1,3,9.0
13841,2011-04-01 12:10:00,1,85.0,252,1,1,1,3.0
13842,2011-10-12 10:51:00,9,3385.62,58,3,1,5,9.0
13844,2011-11-28 13:21:00,1,361.62,10,5,1,2,8.0
13845,2011-10-06 08:25:00,1,312.98,64,3,1,2,6.0
13846,2011-11-15 12:07:00,4,847.61,24,4,1,3,8.0
13848,2011-09-08 12:58:00,3,1255.0,91,2,1,4,7.0
13849,2011-10-19 10:59:00,2,1537.95,51,3,1,4,8.0
13850,2011-09-12 18:00:00,2,1586.81,87,2,1,4,7.0
13851,2011-09-05 12:36:00,3,2651.46,95,2,1,5,8.0
13853,2011-12-01 08:12:00,2,1056.94,8,5,1,4,10.0
13854,2011-12-01 09:06:00,29,8025.0199999999995,8,5,1,5,11.0
13856,2011-06-24 10:03:00,5,363.4,168,2,1,2,5.0
13858,2011-10-13 16:17:00,1,216.17000000000002,56,3,1,1,5.0
13859,2011-01-17 16:14:00,1,201.16,325,1,1,1,3.0
13860,2011-12-08 12:57:00,6,1240.0,0,5,1,4,10.0
13862,2011-11-21 16:24:00,10,2187.31,17,4,1,5,10.0
13863,2011-04-08 17:03:00,2,299.56,244,1,1,2,4.0
13865,2011-10-12 13:31:00,4,501.56,57,3,1,3,7.0
13866,2011-09-26 14:54:00,1,145.67,73,2,1,1,4.0
13867,2011-11-08 15:48:00,3,1005.09,30,4,1,4,9.0
13868,2011-12-02 16:32:00,2,3192.54,6,5,1,5,11.0
13869,2011-08-08 13:53:00,4,3083.65,122,2,1,5,8.0
13870,2011-12-07 13:23:00,10,2751.25,1,5,1,5,11.0
13871,2011-11-17 10:49:00,14,6389.8,22,4,1,5,10.0
13873,2011-08-12 10:08:00,4,381.7,119,2,1,2,5.0
13874,2010-12-16 18:20:00,1,540.45,357,1,1,3,5.0
13875,2011-10-17 09:36:00,5,1786.79,53,3,1,4,8.0
13876,2011-10-07 10:22:00,1,122.7,63,3,1,1,5.0
13877,2011-09-14 15:49:00,1,117.24,85,2,1,1,4.0
13878,2011-10-16 12:19:00,1,1271.57,54,3,1,4,8.0
13880,2011-11-18 13:44:00,13,3219.77,20,4,1,5,10.0
13881,2011-12-06 12:50:00,22,16989.52,3,5,1,5,11.0
13882,2011-12-07 11:16:00,6,1131.28,2,5,1,4,10.0
13883,2011-12-08 19:20:00,9,2538.75,0,5,1,5,11.0
13884,2011-12-02 16:30:00,6,781.3000000000001,6,5,1,3,9.0
13885,2011-06-03 15:07:00,2,506.8,188,1,1,3,5.0
13886,2011-09-29 13:17:00,1,243.56,70,3,1,2,6.0
13887,2011-05-19 17:22:00,1,349.55,203,1,1,2,4.0
13888,2011-08-12 10:13:00,2,595.67,119,2,1,3,6.0
13889,2011-09-08 09:13:00,1,416.90000000000003,92,2,1,2,5.0
13890,2011-12-08 15:36:00,14,1860.8600000000001,0,5,1,4,10.0
13892,2011-11-13 11:50:00,4,632.97,26,4,1,3,8.0
13893,2011-02-15 11:30:00,1,821.1,297,1,1,3,5.0
13894,2011-11-17 13:35:00,5,535.97,21,4,1,3,8.0
13895,2011-11-18 17:15:00,5,2588.12,20,4,1,5,10.0
13897,2011-10-20 14:30:00,1,311.16,49,3,1,2,6.0
13898,2011-01-18 10:28:00,1,155.93,325,1,1,1,3.0
13899,2011-11-23 13:40:00,2,388.52,15,4,1,2,7.0
13900,2011-06-09 19:26:00,3,740.95,182,1,1,3,5.0
13901,2011-09-28 14:48:00,5,2867.2000000000003,71,2,1,5,8.0
13904,2011-11-02 13:41:00,2,332.64,36,3,1,2,6.0
13908,2011-09-21 11:49:00,5,2347.05,79,2,1,5,8.0
13911,2011-10-13 15:43:00,9,2580.91,56,3,1,5,9.0
13914,2011-12-06 10:54:00,3,613.95,3,5,1,3,9.0
13917,2011-10-21 09:56:00,2,272.04,49,3,1,2,6.0
13918,2011-10-21 12:25:00,2,1212.8400000000001,49,3,1,4,8.0
13919,2011-10-17 15:24:00,3,350.16,52,3,1,2,6.0
13922,2010-12-23 10:38:00,1,172.25,351,1,1,1,3.0
13923,2011-10-17 12:33:00,1,351.13,53,3,1,2,6.0
13924,2011-12-08 09:39:00,11,1682.08,1,5,1,4,10.0
13925,2011-11-03 13:00:00,6,616.65,35,3,1,3,7.0
13926,2011-11-16 13:16:00,1,223.85000000000002,22,4,1,1,6.0
13927,2011-09-26 12:00:00,1,348.99,74,2,1,2,5.0
13928,2011-11-29 10:33:00,4,464.57,10,5,1,3,9.0
13929,2011-06-23 15:26:00,3,802.85,168,2,1,3,6.0
13930,2011-10-13 09:45:00,2,337.34,57,3,1,2,6.0
13931,2011-09-15 10:03:00,3,1230.93,85,2,1,4,7.0
13932,2011-02-18 12:02:00,1,307.4,294,1,1,2,4.0
13933,2011-08-22 14:03:00,2,608.79,108,2,1,3,6.0
13934,2011-03-21 08:39:00,1,922.1,263,1,1,4,6.0
13936,2011-06-21 17:44:00,2,361.28000000000003,170,2,1,2,5.0
13937,2011-06-23 16:35:00,1,158.85,168,2,1,1,4.0
13938,2011-11-04 14:37:00,1,71.66,34,3,1,1,5.0
13939,2011-11-16 13:33:00,4,556.75,22,4,1,3,8.0
13940,2011-11-22 15:15:00,4,839.14,16,4,1,3,8.0
13941,2011-11-18 09:43:00,7,4912.41,21,4,1,5,10.0
13946,2011-09-21 13:33:00,3,561.57,78,2,1,3,6.0
13947,2011-10-05 14:42:00,1,90.60000000000001,64,3,1,1,5.0
13948,2010-12-14 10:18:00,1,102.0,360,1,1,1,3.0
13949,2011-12-07 09:35:00,6,2427.32,2,5,1,5,11.0
13950,2011-11-28 14:44:00,5,728.5600000000001,10,5,1,3,9.0
13951,2011-06-16 16:43:00,3,674.45,175,2,1,3,6.0
13952,2011-05-12 19:27:00,3,3246.091,210,1,1,5,7.0
13953,2011-12-02 16:04:00,7,3515.68,6,5,1,5,11.0
13954,2011-12-08 12:50:00,3,378.59,1,5,1,2,8.0
13955,2011-07-08 17:19:00,2,322.96,153,2,1,2,5.0
13956,2011-12-04 13:20:00,5,1019.27,4,5,1,4,10.0
13958,2010-12-02 17:03:00,1,-102.45,371,1,1,1,3.0
13959,2011-09-21 15:06:00,3,594.04,78,2,1,3,6.0
13960,2011-11-18 15:27:00,2,230.22,20,4,1,1,6.0
13962,2011-11-18 08:47:00,2,169.54999999999998,21,4,1,1,6.0
13963,2011-02-04 14:43:00,4,664.54,307,1,1,3,5.0
13967,2011-07-17 12:02:00,1,80.7,145,2,1,1,4.0
13969,2011-12-02 15:11:00,20,8956.92,6,5,1,5,11.0
13971,2011-12-01 08:27:00,11,2702.2200000000003,8,5,1,5,11.0
13972,2011-09-30 11:54:00,2,190.25,70,3,1,1,5.0
13973,2011-02-25 15:21:00,1,264.7,286,1,1,2,4.0
13974,2011-10-21 14:41:00,1,413.59000000000003,48,3,1,2,6.0
13975,2011-11-08 13:19:00,7,2438.19,30,4,1,5,10.0
13976,2011-05-17 09:13:00,1,357.98,206,1,1,2,4.0
13978,2011-11-25 11:36:00,2,196.79,14,4,1,1,6.0
13979,2011-09-27 13:32:00,1,869.87,72,2,1,3,6.0
13980,2011-10-10 13:34:00,1,200.14,59,3,1,1,5.0
13982,2011-10-31 16:24:00,5,1861.1100000000001,38,3,1,4,8.0
13983,2011-11-10 11:06:00,13,2590.46,29,4,1,5,10.0
13984,2011-11-13 12:38:00,6,488.03,26,4,1,3,8.0
13985,2011-12-05 17:06:00,16,7024.53,3,5,1,5,11.0
13986,2011-11-22 15:00:00,1,320.46,16,4,1,2,7.0
13988,2011-11-20 10:15:00,9,4098.8,19,4,1,5,10.0
13989,2011-10-05 09:47:00,2,1266.08,65,3,1,4,8.0
13990,2011-05-10 15:19:00,1,311.3,212,1,1,2,4.0
13991,2011-11-27 16:18:00,7,847.54,11,4,1,3,8.0
13992,2011-11-09 15:23:00,1,76.8,29,4,1,1,6.0
13993,2011-11-07 13:00:00,12,3409.66,31,4,1,5,10.0
13994,2011-12-06 11:05:00,6,2274.14,3,5,1,5,11.0
13995,2011-11-24 14:22:00,6,1383.49,14,4,1,4,9.0
13999,2011-11-29 13:40:00,15,3865.26,9,5,1,5,11.0
14000,2011-05-17 13:44:00,2,633.71,205,1,1,3,5.0
14001,2011-10-25 10:31:00,4,2030.3300000000002,45,3,1,5,9.0
14002,2011-07-28 15:55:00,2,529.73,133,2,1,3,6.0
14004,2011-10-27 14:40:00,7,4582.64,42,3,1,5,9.0
14005,2011-11-30 12:41:00,5,2874.72,9,5,1,5,11.0
14006,2011-08-16 09:39:00,3,962.19,115,2,1,4,7.0
14009,2011-05-25 15:47:00,3,685.9300000000001,197,1,1,3,5.0
14012,2011-03-07 12:26:00,1,328.8,277,1,1,2,4.0
14013,2011-08-21 15:01:00,3,473.02,109,2,1,3,6.0
14014,2011-09-23 13:18:00,1,505.18,76,2,1,3,6.0
14015,2011-10-18 10:02:00,1,917.34,52,3,1,4,8.0
14016,2011-07-08 14:27:00,5,4328.46,153,2,1,5,8.0
14019,2011-10-24 10:13:00,4,1398.96,46,3,1,4,8.0
14020,2011-11-23 09:22:00,2,642.8,16,4,1,3,8.0
14021,2011-07-07 15:46:00,3,631.9,154,2,1,3,6.0
14022,2011-04-28 14:39:00,1,440.0,224,1,1,2,4.0
14023,2011-12-02 13:58:00,2,584.07,6,5,1,3,9.0
14024,2011-08-10 11:30:00,2,327.7,121,2,1,2,5.0
14027,2011-10-10 09:01:00,1,104.82,60,3,1,1,5.0
14029,2011-10-07 14:46:00,2,467.66,62,3,1,3,7.0
14030,2011-11-21 16:48:00,8,2358.84,17,4,1,5,10.0
14031,2011-12-02 17:13:00,23,14634.64,6,5,1,5,11.0
14032,2011-12-07 15:23:00,18,2929.84,1,5,1,5,11.0
14034,2011-11-17 14:02:00,4,509.09,21,4,1,3,8.0
14035,2011-11-11 10:03:00,5,1428.02,28,4,1,4,9.0
14036,2011-02-28 09:26:00,1,626.65,284,1,1,3,5.0
14037,2011-06-16 13:57:00,2,147.20000000000002,175,2,1,1,4.0
14038,2011-09-22 13:37:00,4,1554.48,77,2,1,4,7.0
14039,2011-11-06 13:48:00,1,152.2,32,3,1,1,5.0
14040,2011-10-30 12:42:00,15,3487.59,40,3,1,5,9.0
14041,2011-03-18 13:25:00,1,141.41,265,1,1,1,3.0
14044,2011-11-13 12:05:00,4,646.42,26,4,1,3,8.0
14045,2011-08-22 15:27:00,4,1659.75,108,2,1,4,7.0
14046,2011-02-28 14:48:00,1,154.99,283,1,1,1,3.0
14047,2011-12-01 11:43:00,7,1290.01,8,5,1,4,10.0
14048,2011-03-07 13:49:00,2,375.13,276,1,1,2,4.0
14049,2011-11-23 12:20:00,6,5536.15,16,4,1,5,10.0
14050,2011-11-08 10:00:00,2,746.36,31,4,1,3,8.0
14051,2011-12-09 10:20:00,26,15477.34,0,5,1,5,11.0
14052,2011-11-20 12:30:00,1,225.35999999999999,19,4,1,1,6.0
14053,2011-08-07 14:27:00,2,260.25,123,2,1,2,5.0
14054,2011-10-05 15:49:00,1,92.46000000000001,64,3,1,1,5.0
14055,2011-08-25 15:04:00,1,725.6400000000001,105,2,1,3,6.0
14056,2011-12-08 13:36:00,29,8062.46,0,5,1,5,11.0
14057,2011-11-16 10:32:00,18,6141.1,23,4,1,5,10.0
14059,2011-03-18 10:06:00,1,183.6,266,1,1,1,3.0
14060,2011-12-05 12:29:00,20,6135.38,4,5,1,5,11.0
14062,2011-11-30 10:04:00,12,10464.85,9,5,1,5,11.0
14064,2011-11-10 13:14:00,7,1168.92,28,4,1,4,9.0
14066,2011-03-18 12:21:00,1,152.55,266,1,1,1,3.0
14067,2011-10-07 10:21:00,2,374.7,63,3,1,2,6.0
14068,2011-01-23 16:02:00,1,265.85,319,1,1,2,4.0
14071,2011-12-06 12:27:00,9,1306.16,3,5,1,4,10.0
14073,2011-11-18 16:14:00,2,139.54,20,4,1,1,6.0
14075,2011-12-05 08:38:00,3,942.26,4,5,1,4,10.0
14076,2011-08-02 15:19:00,1,118.67,128,2,1,1,4.0
14077,2011-10-30 12:35:00,5,499.42,40,3,1,3,7.0
14078,2011-08-30 12:16:00,6,1049.37,101,2,1,4,7.0
14079,2011-08-07 12:10:00,1,375.1,124,2,1,2,5.0
14080,2011-11-07 11:09:00,1,45.599999999999994,32,3,1,1,5.0
14081,2011-03-17 14:24:00,4,891.77,266,1,1,3,5.0
14082,2010-12-10 11:02:00,1,182.25,364,1,1,1,3.0
14083,2011-12-05 13:14:00,9,1002.9,3,5,1,4,10.0
14085,2011-12-07 13:46:00,19,4408.54,1,5,1,5,11.0
14087,2011-12-07 12:41:00,2,178.72,2,5,1,1,7.0
14088,2011-11-29 16:16:00,14,50415.49,9,5,1,5,11.0
14089,2011-10-14 10:38:00,1,158.75,56,3,1,1,5.0
14090,2011-01-19 10:51:00,1,76.32000000000001,324,1,1,1,3.0
14092,2011-12-02 12:13:00,17,4063.1,7,5,1,5,11.0
14093,2011-11-27 16:27:00,1,433.86,11,4,1,2,7.0
14096,2011-12-05 17:17:00,34,57120.909999999996,3,5,1,5,11.0
14098,2011-11-03 10:13:00,1,147.35,36,3,1,1,5.0
14099,2011-11-23 13:53:00,12,3092.9700000000003,15,4,1,5,10.0
14100,2011-07-25 11:01:00,1,191.95,137,2,1,1,4.0
14101,2011-09-27 12:28:00,6,5976.79,73,2,1,5,8.0
14102,2011-12-04 15:38:00,8,1060.33,4,5,1,4,10.0
14104,2011-07-08 12:50:00,2,216.21,154,2,1,1,4.0
14105,2011-09-15 16:13:00,2,1260.33,84,2,1,4,7.0
14107,2011-10-19 12:12:00,8,2688.48,51,3,1,5,9.0
14108,2011-11-09 10:41:00,3,594.16,30,4,1,3,8.0
14109,2011-11-16 13:51:00,2,80.2,22,4,1,1,6.0
14110,2011-12-06 12:26:00,13,5669.65,3,5,1,5,11.0
14111,2011-11-25 13:44:00,5,688.6,13,4,1,3,8.0
14112,2011-11-17 12:30:00,12,2774.17,22,4,1,5,10.0
14113,2011-12-06 12:18:00,8,1377.92,3,5,1,4,10.0
14114,2011-03-11 09:42:00,2,386.53,273,1,1,2,4.0
14116,2011-11-20 10:29:00,5,1382.74,19,4,1,4,9.0
14117,2011-07-19 09:49:00,1,90.0,143,2,1,1,4.0
14119,2010-12-20 13:58:00,1,-19.9,353,1,1,1,3.0
14121,2011-12-06 12:19:00,6,2740.3,3,5,1,5,11.0
14124,2011-09-16 13:32:00,1,419.58,83,2,1,2,5.0
14125,2011-11-29 12:47:00,3,2720.63,10,5,1,5,11.0
14126,2011-12-02 11:45:00,4,643.6300000000001,7,5,1,3,9.0
14127,2011-08-09 10:49:00,3,709.71,122,2,1,3,6.0
14128,2011-10-10 12:00:00,2,637.5,60,3,1,3,7.0
14129,2011-12-08 11:02:00,5,1123.8600000000001,1,5,1,4,10.0
14130,2011-01-24 16:05:00,1,480.91,318,1,1,3,5.0
14132,2011-12-07 13:35:00,12,3580.13,1,5,1,5,11.0
14133,2011-08-02 11:34:00,5,590.34,129,2,1,3,6.0
14135,2011-12-08 11:38:00,15,4690.31,1,5,1,5,11.0
14138,2011-12-08 12:44:00,2,965.88,1,5,1,4,10.0
14139,2011-10-24 13:34:00,1,415.82,45,3,1,2,6.0
14140,2011-12-06 09:05:00,3,920.05,3,5,1,4,10.0
14141,2011-12-07 09:53:00,6,879.0300000000001,2,5,1,3,9.0
14142,2010-12-01 16:33:00,1,311.81,372,1,1,2,4.0
14143,2011-07-29 09:48:00,1,115.8,133,2,1,1,4.0
14145,2011-10-24 12:10:00,5,3148.2,46,3,1,5,9.0
14146,2011-12-01 10:18:00,6,2949.57,8,5,1,5,11.0
14147,2011-10-21 13:36:00,3,468.4,48,3,1,3,7.0
14148,2011-04-20 12:02:00,1,157.2,233,1,1,1,3.0
14149,2011-05-11 12:34:00,3,259.43,212,1,1,2,4.0
14150,2011-11-04 10:05:00,2,658.64,35,3,1,3,7.0
14152,2011-09-25 12:54:00,3,611.09,74,2,1,3,6.0
14154,2011-04-14 16:26:00,2,1345.62,238,1,1,4,6.0
14155,2011-03-18 14:13:00,1,118.75,265,1,1,1,3.0
14156,2011-11-30 10:54:00,66,113214.59,9,5,1,5,11.0
14157,2011-11-20 11:32:00,3,392.44,19,4,1,2,7.0
14158,2011-10-30 15:08:00,1,507.65999999999997,39,3,1,3,7.0
14159,2011-11-20 12:36:00,14,4615.64,19,4,1,5,10.0
14161,2011-05-08 11:41:00,3,1097.6200000000001,215,1,1,4,6.0
14162,2011-06-19 11:36:00,2,289.36,173,2,1,2,5.0
14163,2011-09-13 15:18:00,4,2445.91,86,2,1,5,8.0
14164,2011-09-30 12:24:00,2,1631.77,70,3,1,4,8.0
14165,2011-03-09 12:39:00,1,120.44,275,1,1,1,3.0
14167,2011-10-31 14:29:00,4,562.59,38,3,1,3,7.0
14171,2011-09-02 16:43:00,1,363.79,97,2,1,2,5.0
14173,2011-11-29 11:54:00,4,450.84,10,5,1,2,8.0
14174,2011-11-06 13:17:00,1,134.46,32,3,1,1,5.0
14175,2011-10-19 13:42:00,7,3108.06,50,3,1,5,9.0
14176,2011-02-15 13:12:00,5,574.0,296,1,1,3,5.0
14177,2011-09-16 09:52:00,5,544.51,84,2,1,3,6.0
14178,2011-12-01 12:01:00,7,1600.26,8,5,1,4,10.0
14179,2011-10-30 12:07:00,2,701.57,40,3,1,3,7.0
14180,2011-11-29 10:56:00,31,4640.77,10,5,1,5,11.0
14184,2011-10-04 12:43:00,1,452.89,66,3,1,2,6.0
14185,2011-01-12 13:52:00,1,197.65,330,1,1,1,3.0
14188,2011-12-01 09:46:00,10,2018.91,8,5,1,5,11.0
14189,2011-12-07 15:55:00,24,4604.31,1,5,1,5,11.0
14191,2011-12-08 09:23:00,14,4660.01,1,5,1,5,11.0
14193,2011-10-03 09:34:00,2,853.39,67,3,1,3,7.0
14194,2011-12-05 10:38:00,32,11216.75,4,5,1,5,11.0
14195,2011-05-22 10:29:00,3,962.7,201,1,1,4,6.0
14196,2011-08-25 10:25:00,1,335.52,106,2,1,2,5.0
14198,2011-12-05 16:34:00,7,663.5,3,5,1,3,9.0
14199,2011-05-05 13:44:00,1,185.39999999999998,217,1,1,1,3.0
14201,2011-10-10 13:27:00,9,688.04,59,3,1,3,7.0
14204,2011-12-07 13:38:00,1,150.61,1,5,1,1,7.0
14205,2011-11-29 11:56:00,4,218.78,10,5,1,1,7.0
14206,2011-04-14 16:38:00,2,308.26,238,1,1,2,4.0
14208,2011-09-06 12:48:00,1,151.74,94,2,1,1,4.0
14209,2011-11-29 10:18:00,7,2067.13,10,5,1,5,11.0
14210,2011-09-09 12:55:00,7,1900.89,90,2,1,4,7.0
14211,2011-10-17 13:23:00,13,2208.3,52,3,1,5,9.0
14212,2011-09-11 12:45:00,1,1070.48,89,2,1,4,7.0
14213,2010-12-03 09:47:00,1,-1192.2,371,1,1,1,3.0
14214,2011-11-09 10:31:00,7,1000.23,30,4,1,4,9.0
14215,2011-11-28 12:19:00,7,1777.92,11,4,1,4,9.0
14216,2011-12-06 14:56:00,4,1839.3,2,5,1,4,10.0
14217,2011-12-08 11:53:00,24,1925.3600000000001,1,5,1,4,10.0
14218,2011-10-28 10:00:00,1,169.48000000000002,42,3,1,1,5.0
14219,2011-12-05 16:23:00,1,89.94,3,5,1,1,7.0
14220,2011-04-06 13:23:00,2,632.4000000000001,246,1,1,3,5.0
14221,2011-10-28 13:42:00,10,3427.85,41,3,1,5,9.0
14222,2011-06-15 16:42:00,1,683.17,176,2,1,3,6.0
14223,2011-09-08 13:38:00,4,975.23,91,2,1,4,7.0
14224,2011-08-21 13:24:00,4,1009.73,109,2,1,4,7.0
14226,2011-11-11 11:34:00,7,2184.2400000000002,28,4,1,5,10.0
14227,2011-11-13 15:48:00,15,3315.71,25,4,1,5,10.0
14229,2011-10-19 10:04:00,5,1450.6,51,3,1,4,8.0
14231,2011-06-13 15:35:00,5,822.0600000000001,178,1,1,3,5.0
14232,2011-11-08 12:17:00,8,2043.93,31,4,1,5,10.0
14233,2011-10-27 09:25:00,5,1447.51,43,3,1,4,8.0
14234,2011-11-17 17:53:00,4,754.12,21,4,1,3,8.0
14235,2011-11-29 13:26:00,6,3093.86,9,5,1,5,11.0
14236,2011-09-20 09:13:00,2,490.86,80,2,1,3,6.0
14237,2010-12-01 13:20:00,1,161.0,372,1,1,1,3.0
14238,2011-01-17 14:40:00,1,146.85,325,1,1,1,3.0
14239,2011-10-27 14:40:00,13,2323.5,42,3,1,5,9.0
14240,2011-11-09 13:45:00,2,890.34,29,4,1,3,8.0
14241,2011-06-09 11:46:00,1,213.70000000000002,183,1,1,1,3.0
14242,2011-04-19 11:46:00,2,280.55,234,1,1,2,4.0
14243,2011-12-01 11:12:00,14,2535.88,8,5,1,5,11.0
14245,2011-06-16 14:33:00,5,1677.48,175,2,1,4,7.0
14246,2011-08-21 11:50:00,3,1474.06,110,2,1,4,7.0
14247,2011-03-06 15:21:00,1,136.77,277,1,1,1,3.0
14248,2011-01-25 14:45:00,1,302.58,317,1,1,2,4.0
14250,2011-12-02 14:30:00,3,1904.05,6,5,1,4,10.0
14251,2011-12-08 08:32:00,5,2879.7000000000003,1,5,1,5,11.0
14256,2011-03-30 16:39:00,3,935.0600000000001,253,1,1,4,6.0
14257,2011-10-19 13:38:00,6,3087.27,50,3,1,5,9.0
14258,2011-11-30 15:27:00,10,12650.08,8,5,1,5,11.0
14259,2011-07-21 10:44:00,1,120.0,141,2,1,1,4.0
14261,2011-10-20 10:04:00,2,1163.45,50,3,1,4,8.0
14262,2011-12-01 14:17:00,8,2618.23,7,5,1,5,11.0
14264,2011-07-08 10:20:00,3,319.47,154,2,1,2,5.0
14265,2011-08-22 13:32:00,2,530.18,108,2,1,3,6.0
14267,2011-07-12 11:11:00,7,1279.09,150,2,1,4,7.0
14270,2011-01-12 09:33:00,1,492.65000000000003,331,1,1,3,5.0
14271,2011-04-28 12:47:00,1,112.32000000000001,225,1,1,1,3.0
14272,2011-09-27 10:08:00,2,437.96,73,2,1,2,5.0
14273,2011-10-19 13:20:00,4,559.97,50,3,1,3,7.0
14276,2011-09-12 17:49:00,5,1019.39,87,2,1,4,7.0
14277,2011-11-24 15:01:00,4,3928.8,14,4,1,5,10.0
14280,2011-05-27 10:37:00,1,134.04,196,1,1,1,3.0
14282,2011-12-06 17:04:00,15,3701.44,2,5,1,5,11.0
14284,2011-11-09 08:11:00,3,578.45,30,4,1,3,8.0
14285,2011-11-18 14:50:00,4,1910.01,20,4,1,4,9.0
14286,2011-11-16 10:34:00,5,4595.81,23,4,1,5,10.0
14287,2011-12-01 13:25:00,4,151.23,7,5,1,1,7.0
14288,2011-05-11 15:17:00,2,413.85,211,1,1,2,4.0
14289,2011-12-01 11:44:00,6,911.26,8,5,1,4,10.0
14290,2011-11-28 14:02:00,6,2307.4500000000003,10,5,1,5,11.0
14291,2011-12-08 10:26:00,12,3873.3,1,5,1,5,11.0
14292,2011-12-02 11:50:00,14,4819.33,7,5,1,5,11.0
14293,2011-12-06 15:17:00,4,1046.56,2,5,1,4,10.0
14295,2011-10-30 15:50:00,2,154.70000000000002,39,3,1,1,5.0
14297,2011-11-22 09:06:00,6,1284.06,17,4,1,4,9.0
14298,2011-12-06 15:04:00,45,50862.44,2,5,1,5,11.0
14299,2011-12-01 16:05:00,18,2855.35,7,5,1,5,11.0
14300,2011-11-21 08:57:00,1,43.2,18,4,1,1,6.0
14301,2011-08-24 09:04:00,2,632.04,107,2,1,3,6.0
14304,2011-05-01 11:50:00,2,197.1,222,1,1,1,3.0
14305,2011-09-29 15:29:00,5,1803.76,70,3,1,4,8.0
14306,2011-10-19 13:23:00,3,2083.42,50,3,1,5,9.0
14307,2011-09-12 09:38:00,6,2995.7200000000003,88,2,1,5,8.0
14309,2011-12-01 13:33:00,10,2319.6800000000003,7,5,1,5,11.0
14311,2011-04-28 19:49:00,2,229.71,224,1,1,1,3.0
14312,2011-10-24 09:46:00,6,1611.5900000000001,46,3,1,4,8.0
14314,2011-08-25 10:39:00,1,120.0,106,2,1,1,4.0
14315,2011-11-18 15:35:00,7,2456.98,20,4,1,5,10.0
14317,2011-10-06 10:44:00,1,508.58,64,3,1,3,7.0
14320,2011-05-17 09:24:00,3,343.11,206,1,1,2,4.0
14321,2011-11-29 09:47:00,5,1530.75,10,5,1,4,10.0
14323,2011-08-17 11:37:00,4,574.26,114,2,1,3,6.0
14326,2011-04-19 11:08:00,2,166.85,234,1,1,1,3.0
14327,2011-06-29 13:58:00,1,311.65000000000003,162,2,1,2,5.0
14329,2011-12-01 08:27:00,14,4889.14,8,5,1,5,11.0
14331,2011-08-07 13:17:00,2,462.66,123,2,1,2,5.0
14332,2011-11-17 11:54:00,3,840.21,22,4,1,3,8.0
14333,2011-10-06 19:25:00,2,351.45,63,3,1,2,6.0
